"HOWARD","1","2235"
"HOWARD","1","1635"
"MEGA","1","1095"
"FORCE","1","1002"
"MR-BIG","1","1560"
"DAVE","1","1275"
"HOWIE","1","948"
"TOMMY","1","810"
"JAMPRO","1","825"
"ACCLIMATE","1","590"
